date,site_id,site_name,capacity_kwp,irradiance_kwh_m2,generation_kwh,availability_pct
2025-01-01,SITE_E,Pasir Panjang Terminal,4100.0,2.179,6662.1,100.0
2025-01-02,SITE_A,Tuas Rooftop,1850.0,2.694,4163.7,100.0
2025-01-02,SITE_B,Jurong Warehouse,3200.0,4.705,12088.1,100.0
2025-01-02,SITE_C,Senoko Industrial,5400.0,4.819,21245.4,100.0
2025-01-02,SITE_D,Changi Logistics Hub,2750.0,4.463,10321.6,100.0
2025-01-02,SITE_E,Pasir Panjang Terminal,4100.0,3.575,11314.9,100.0
2025-01-03,SITE_A,Tuas Rooftop,1850.0,4.705,7291.4,100.0
2025-01-03,SITE_B,Jurong Warehouse,3200.0,4.938,12887.9,100.0
2025-01-03,SITE_C,Senoko Industrial,5400.0,2.592,11227.3,100.0
2025-01-03,SITE_D,Changi Logistics Hub,2750.0,2.601,6047.9,100.0
2025-01-03,SITE_E,Pasir Panjang Terminal,4100.0,4.134,13201.9,100.0
2025-01-04,SITE_A,Tuas Rooftop,1850.0,3.914,5740.8,100.0
2025-01-04,SITE_B,Jurong Warehouse,3200.0,5.0,12568.3,100.0
2025-01-04,SITE_C,Senoko Industrial,5400.0,4.382,18995.1,100.0
2025-01-04,SITE_D,Changi Logistics Hub,2750.0,3.052,7127.1,100.0
2025-01-04,SITE_E,Pasir Panjang Terminal,4100.0,4.177,13231.1,100.0
2025-01-05,SITE_A,Tuas Rooftop,1850.0,2.56,3897.5,100.0
2025-01-05,SITE_B,Jurong Warehouse,3200.0,2.838,7139.7,100.0
2025-01-05,SITE_C,Senoko Industrial,5400.0,3.58,15166.1,100.0
2025-01-05,SITE_D,Changi Logistics Hub,2750.0,2.456,5744.4,100.0
2025-01-05,SITE_E,Pasir Panjang Terminal,4100.0,4.26,13530.0,100.0
2025-01-06,SITE_A,Tuas Rooftop,1850.0,3.65,5345.0,100.0
2025-01-06,SITE_B,Jurong Warehouse,3200.0,4.789,12068.2,100.0
2025-01-06,SITE_C,Senoko Industrial,5400.0,3.258,13933.2,100.0
2025-01-06,SITE_D,Changi Logistics Hub,2750.0,3.862,8940.5,100.0
2025-01-06,SITE_E,Pasir Panjang Terminal,4100.0,5.014,16367.9,100.0
2025-01-07,SITE_A,Tuas Rooftop,1850.0,4.073,6152.4,100.0
2025-01-07,SITE_B,Jurong Warehouse,3200.0,3.125,7939.3,100.0
2025-01-07,SITE_C,Senoko Industrial,5400.0,4.067,17766.0,100.0
2025-01-07,SITE_D,Changi Logistics Hub,2750.0,3.544,8194.7,100.0
2025-01-07,SITE_E,Pasir Panjang Terminal,4100.0,3.756,12090.3,100.0
2025-01-08,SITE_A,Tuas Rooftop,1850.0,3.515,5303.8,100.0
2025-01-08,SITE_B,Jurong Warehouse,3200.0,4.393,11006.6,100.0
2025-01-08,SITE_C,Senoko Industrial,5400.0,4.435,19291.2,100.0
2025-01-08,SITE_D,Changi Logistics Hub,2750.0,2.793,6336.6,100.0
2025-01-08,SITE_E,Pasir Panjang Terminal,4100.0,4.529,13896.7,100.0
2025-01-09,SITE_A,Tuas Rooftop,1850.0,3.37,4953.2,100.0
2025-01-09,SITE_B,Jurong Warehouse,3200.0,3.437,8745.8,100.0
2025-01-09,SITE_C,Senoko Industrial,5400.0,3.784,16548.7,100.0
2025-01-09,SITE_D,Changi Logistics Hub,2750.0,2.625,6033.3,100.0
2025-01-09,SITE_E,Pasir Panjang Terminal,4100.0,3.607,11763.9,100.0
2025-01-10,SITE_A,Tuas Rooftop,1850.0,4.745,7171.1,100.0
2025-01-10,SITE_B,Jurong Warehouse,3200.0,4.122,10548.1,100.0
2025-01-10,SITE_C,Senoko Industrial,5400.0,3.727,16121.6,100.0
2025-01-10,SITE_D,Changi Logistics Hub,2750.0,2.827,6663.8,100.0
2025-01-10,SITE_E,Pasir Panjang Terminal,4100.0,4.367,13834.4,100.0
2025-01-11,SITE_A,Tuas Rooftop,1850.0,3.57,5366.5,100.0
2025-01-11,SITE_B,Jurong Warehouse,3200.0,2.546,5672.9,86.4
2025-01-11,SITE_C,Senoko Industrial,5400.0,4.796,20941.4,100.0
2025-01-11,SITE_D,Changi Logistics Hub,2750.0,4.945,11276.1,100.0
2025-01-11,SITE_E,Pasir Panjang Terminal,4100.0,5.022,15863.7,100.0
2025-01-12,SITE_A,Tuas Rooftop,1850.0,4.337,6777.8,100.0
2025-01-12,SITE_B,Jurong Warehouse,3200.0,4.534,11683.9,100.0
2025-01-12,SITE_C,Senoko Industrial,5400.0,3.459,15007.4,100.0
2025-01-12,SITE_D,Changi Logistics Hub,2750.0,2.74,2828.0,45.7
2025-01-12,SITE_E,Pasir Panjang Terminal,4100.0,5.252,15950.5,100.0
2025-01-13,SITE_A,Tuas Rooftop,1850.0,3.243,4829.1,100.0
2025-01-13,SITE_B,Jurong Warehouse,3200.0,4.272,10968.0,100.0
2025-01-13,SITE_C,Senoko Industrial,5400.0,3.832,17160.7,100.0
2025-01-13,SITE_D,Changi Logistics Hub,2750.0,3.033,6869.9,100.0
2025-01-13,SITE_E,Pasir Panjang Terminal,4100.0,2.72,8545.2,100.0
2025-01-14,SITE_A,Tuas Rooftop,1850.0,3.633,5508.6,100.0
2025-01-14,SITE_B,Jurong Warehouse,3200.0,4.637,11840.2,100.0
2025-01-14,SITE_C,Senoko Industrial,5400.0,3.201,14619.5,100.0
2025-01-14,SITE_D,Changi Logistics Hub,2750.0,2.825,6606.6,100.0
2025-01-14,SITE_E,Pasir Panjang Terminal,4100.0,3.776,12212.7,100.0
2025-01-15,SITE_A,Tuas Rooftop,1850.0,3.972,6018.2,100.0
2025-01-15,SITE_B,Jurong Warehouse,3200.0,2.589,6444.2,100.0
2025-01-15,SITE_C,Senoko Industrial,5400.0,4.081,18199.6,100.0
2025-01-15,SITE_D,Changi Logistics Hub,2750.0,4.914,11331.4,100.0
2025-01-15,SITE_E,Pasir Panjang Terminal,4100.0,2.985,9464.7,100.0
2025-01-16,SITE_A,Tuas Rooftop,1850.0,2.497,3843.9,100.0
2025-01-16,SITE_B,Jurong Warehouse,3200.0,4.788,12191.5,100.0
2025-01-16,SITE_C,Senoko Industrial,5400.0,3.426,14918.5,100.0
2025-01-16,SITE_D,Changi Logistics Hub,2750.0,2.531,5797.6,100.0
2025-01-16,SITE_E,Pasir Panjang Terminal,4100.0,4.555,13749.9,100.0
2025-01-17,SITE_A,Tuas Rooftop,1850.0,3.055,4605.9,100.0
2025-01-17,SITE_B,Jurong Warehouse,3200.0,3.898,9646.0,100.0
2025-01-17,SITE_C,Senoko Industrial,5400.0,3.456,14426.2,100.0
2025-01-17,SITE_D,Changi Logistics Hub,2750.0,3.571,8037.5,100.0
2025-01-17,SITE_E,Pasir Panjang Terminal,4100.0,3.059,9731.7,100.0
2025-01-18,SITE_A,Tuas Rooftop,1850.0,4.358,6428.2,100.0
2025-01-18,SITE_B,Jurong Warehouse,3200.0,3.743,9306.1,100.0
2025-01-18,SITE_C,Senoko Industrial,5400.0,4.727,21056.4,100.0
2025-01-18,SITE_D,Changi Logistics Hub,2750.0,4.386,9971.6,100.0
2025-01-18,SITE_E,Pasir Panjang Terminal,4100.0,3.448,11099.8,100.0
2025-01-19,SITE_A,Tuas Rooftop,1850.0,4.363,6721.1,100.0
2025-01-19,SITE_B,Jurong Warehouse,3200.0,4.061,10243.4,100.0
2025-01-19,SITE_C,Senoko Industrial,5400.0,4.28,18723.6,100.0
2025-01-19,SITE_D,Changi Logistics Hub,2750.0,3.991,9080.1,100.0
2025-01-19,SITE_E,Pasir Panjang Terminal,4100.0,2.682,8272.4,100.0
2025-01-20,SITE_A,Tuas Rooftop,1850.0,3.895,5822.6,100.0
2025-01-20,SITE_B,Jurong Warehouse,3200.0,4.634,11775.1,100.0
2025-01-20,SITE_C,Senoko Industrial,5400.0,3.85,16817.6,100.0
2025-01-20,SITE_D,Changi Logistics Hub,2750.0,3.936,8913.7,100.0
2025-01-20,SITE_E,Pasir Panjang Terminal,4100.0,2.991,9484.2,100.0
2025-01-21,SITE_A,Tuas Rooftop,1850.0,3.259,5090.8,100.0
2025-01-21,SITE_B,Jurong Warehouse,3200.0,2.859,7122.4,100.0
2025-01-21,SITE_C,Senoko Industrial,5400.0,4.593,19847.9,100.0
2025-01-21,SITE_D,Changi Logistics Hub,2750.0,3.756,8907.7,100.0
2025-01-21,SITE_E,Pasir Panjang Terminal,4100.0,3.233,10126.2,100.0
2025-01-22,SITE_A,Tuas Rooftop,1850.0,3.006,4714.8,100.0
2025-01-22,SITE_B,Jurong Warehouse,3200.0,2.873,7231.7,100.0
2025-01-22,SITE_C,Senoko Industrial,5400.0,2.521,10920.5,100.0
2025-01-22,SITE_D,Changi Logistics Hub,2750.0,4.399,10202.9,100.0
2025-01-22,SITE_E,Pasir Panjang Terminal,4100.0,2.452,8046.8,100.0
2025-01-23,SITE_A,Tuas Rooftop,1850.0,3.603,5375.9,100.0
2025-01-23,SITE_B,Jurong Warehouse,3200.0,3.997,10129.9,100.0
2025-01-23,SITE_C,Senoko Industrial,5400.0,3.433,14607.6,100.0
2025-01-23,SITE_D,Changi Logistics Hub,2750.0,4.322,9924.5,100.0
2025-01-23,SITE_E,Pasir Panjang Terminal,4100.0,3.167,10044.1,100.0
2025-01-24,SITE_A,Tuas Rooftop,1850.0,2.71,4164.4,100.0
2025-01-24,SITE_B,Jurong Warehouse,3200.0,4.41,11041.0,100.0
2025-01-24,SITE_C,Senoko Industrial,5400.0,3.096,13441.4,100.0
2025-01-24,SITE_D,Changi Logistics Hub,2750.0,2.73,6375.4,100.0
2025-01-24,SITE_E,Pasir Panjang Terminal,4100.0,3.314,10572.5,100.0
2025-01-25,SITE_A,Tuas Rooftop,1850.0,4.853,7379.0,100.0
2025-01-25,SITE_B,Jurong Warehouse,3200.0,4.406,11064.6,100.0
2025-01-25,SITE_C,Senoko Industrial,5400.0,4.692,20873.7,100.0
2025-01-25,SITE_D,Changi Logistics Hub,2750.0,3.909,9200.3,100.0
2025-01-25,SITE_E,Pasir Panjang Terminal,4100.0,4.401,13936.1,100.0
2025-01-26,SITE_A,Tuas Rooftop,1850.0,2.318,3496.5,100.0
2025-01-26,SITE_B,Jurong Warehouse,3200.0,3.062,7491.4,100.0
2025-01-26,SITE_C,Senoko Industrial,5400.0,4.833,21221.5,100.0
2025-01-26,SITE_D,Changi Logistics Hub,2750.0,4.589,10727.6,100.0
2025-01-26,SITE_E,Pasir Panjang Terminal,4100.0,4.734,14903.2,100.0
2025-01-27,SITE_A,Tuas Rooftop,1850.0,2.98,4472.8,100.0
2025-01-27,SITE_B,Jurong Warehouse,3200.0,2.885,7313.6,100.0
2025-01-27,SITE_C,Senoko Industrial,5400.0,2.404,10316.7,100.0
2025-01-27,SITE_D,Changi Logistics Hub,2750.0,2.626,6128.7,100.0
2025-01-27,SITE_E,Pasir Panjang Terminal,4100.0,3.881,12240.2,100.0
2025-01-28,SITE_A,Tuas Rooftop,1850.0,2.954,4445.4,100.0
2025-01-28,SITE_B,Jurong Warehouse,3200.0,4.822,11547.8,100.0
2025-01-28,SITE_C,Senoko Industrial,5400.0,3.609,15474.9,100.0
2025-01-28,SITE_D,Changi Logistics Hub,2750.0,4.476,10604.5,100.0
2025-01-28,SITE_E,Pasir Panjang Terminal,4100.0,3.046,9621.1,100.0
2025-01-29,SITE_A,Tuas Rooftop,1850.0,3.5,5024.8,100.0
2025-01-29,SITE_B,Jurong Warehouse,3200.0,4.335,11137.9,100.0
2025-01-29,SITE_C,Senoko Industrial,5400.0,4.62,20318.1,100.0
2025-01-29,SITE_D,Changi Logistics Hub,2750.0,4.59,10783.4,100.0
2025-01-29,SITE_E,Pasir Panjang Terminal,4100.0,3.49,10843.3,100.0
2025-01-30,SITE_A,Tuas Rooftop,1850.0,3.737,5737.4,100.0
2025-01-30,SITE_B,Jurong Warehouse,3200.0,3.732,9608.6,100.0
2025-01-30,SITE_C,Senoko Industrial,5400.0,5.33,24515.8,100.0
2025-01-30,SITE_D,Changi Logistics Hub,2750.0,2.664,6232.2,100.0
2025-01-30,SITE_E,Pasir Panjang Terminal,4100.0,2.987,9171.8,100.0
2025-01-31,SITE_A,Tuas Rooftop,1850.0,4.24,6439.1,100.0
2025-01-31,SITE_B,Jurong Warehouse,3200.0,2.461,6200.0,100.0
2025-01-31,SITE_C,Senoko Industrial,5400.0,2.152,9590.6,100.0
2025-01-31,SITE_D,Changi Logistics Hub,2750.0,5.208,11967.6,100.0
2025-01-31,SITE_E,Pasir Panjang Terminal,4100.0,3.9,12346.7,100.0
2025-02-01,SITE_A,Tuas Rooftop,1850.0,4.662,7082.2,100.0
2025-02-01,SITE_B,Jurong Warehouse,3200.0,4.774,12155.3,100.0
2025-02-01,SITE_C,Senoko Industrial,5400.0,4.645,20735.5,100.0
2025-02-01,SITE_D,Changi Logistics Hub,2750.0,3.988,9172.5,100.0
2025-02-01,SITE_E,Pasir Panjang Terminal,4100.0,5.241,16920.5,100.0
2025-02-02,SITE_A,Tuas Rooftop,1850.0,5.308,8039.3,100.0
2025-02-02,SITE_B,Jurong Warehouse,3200.0,3.619,8981.4,100.0
2025-02-02,SITE_C,Senoko Industrial,5400.0,4.695,21012.9,100.0
2025-02-02,SITE_D,Changi Logistics Hub,2750.0,5.337,12123.8,100.0
2025-02-02,SITE_E,Pasir Panjang Terminal,4100.0,3.702,11532.1,100.0
2025-02-03,SITE_A,Tuas Rooftop,1850.0,3.747,3886.9,67.0
2025-02-03,SITE_B,Jurong Warehouse,3200.0,4.951,12439.0,100.0
2025-02-03,SITE_C,Senoko Industrial,5400.0,5.459,23774.4,100.0
2025-02-03,SITE_D,Changi Logistics Hub,2750.0,4.953,11580.3,100.0
2025-02-03,SITE_E,Pasir Panjang Terminal,4100.0,5.249,16436.8,100.0
2025-02-04,SITE_A,Tuas Rooftop,1850.0,4.737,7216.7,100.0
2025-02-04,SITE_B,Jurong Warehouse,3200.0,4.545,11573.9,100.0
2025-02-04,SITE_C,Senoko Industrial,5400.0,3.467,15270.4,100.0
2025-02-04,SITE_D,Changi Logistics Hub,2750.0,4.982,11271.3,100.0
2025-02-04,SITE_E,Pasir Panjang Terminal,4100.0,3.614,11488.4,100.0
2025-02-05,SITE_A,Tuas Rooftop,1850.0,3.955,6015.7,100.0
2025-02-05,SITE_B,Jurong Warehouse,3200.0,4.331,11025.8,100.0
2025-02-05,SITE_C,Senoko Industrial,5400.0,4.199,18394.9,100.0
2025-02-05,SITE_D,Changi Logistics Hub,2750.0,4.518,10386.5,100.0
2025-02-05,SITE_E,Pasir Panjang Terminal,4100.0,3.491,11092.4,100.0
2025-02-06,SITE_A,Tuas Rooftop,1850.0,3.074,4706.5,100.0
2025-02-06,SITE_B,Jurong Warehouse,3200.0,3.387,8659.2,100.0
2025-02-06,SITE_C,Senoko Industrial,5400.0,4.734,20805.4,100.0
2025-02-06,SITE_D,Changi Logistics Hub,2750.0,3.614,8369.5,100.0
2025-02-06,SITE_E,Pasir Panjang Terminal,4100.0,3.604,11137.4,100.0
2025-02-07,SITE_A,Tuas Rooftop,1850.0,3.473,5132.0,100.0
2025-02-07,SITE_B,Jurong Warehouse,3200.0,4.787,12153.6,100.0
2025-02-07,SITE_C,Senoko Industrial,5400.0,4.888,21362.2,100.0
2025-02-07,SITE_D,Changi Logistics Hub,2750.0,4.595,10263.2,100.0
2025-02-07,SITE_E,Pasir Panjang Terminal,4100.0,5.132,16306.9,100.0
2025-02-08,SITE_A,Tuas Rooftop,1850.0,3.441,5247.9,100.0
2025-02-08,SITE_B,Jurong Warehouse,3200.0,4.275,10671.8,100.0
2025-02-08,SITE_C,Senoko Industrial,5400.0,4.072,17612.7,100.0
2025-02-08,SITE_D,Changi Logistics Hub,2750.0,4.793,10993.7,100.0
2025-02-08,SITE_E,Pasir Panjang Terminal,4100.0,4.658,14628.8,100.0
2025-02-09,SITE_A,Tuas Rooftop,1850.0,4.607,7114.4,100.0
2025-02-09,SITE_B,Jurong Warehouse,3200.0,5.035,12805.2,100.0
2025-02-09,SITE_C,Senoko Industrial,5400.0,4.913,21832.6,100.0
2025-02-09,SITE_D,Changi Logistics Hub,2750.0,4.585,10554.7,100.0
2025-02-09,SITE_E,Pasir Panjang Terminal,4100.0,4.8,15044.1,100.0
2025-02-10,SITE_A,Tuas Rooftop,1850.0,3.887,5954.2,100.0
2025-02-10,SITE_B,Jurong Warehouse,3200.0,4.478,11213.2,100.0
2025-02-10,SITE_C,Senoko Industrial,5400.0,5.464,23905.3,100.0
2025-02-10,SITE_D,Changi Logistics Hub,2750.0,5.088,11909.9,100.0
2025-02-10,SITE_E,Pasir Panjang Terminal,4100.0,3.182,10136.9,100.0
2025-02-11,SITE_A,Tuas Rooftop,1850.0,4.446,6856.7,100.0
2025-02-11,SITE_B,Jurong Warehouse,3200.0,4.712,12044.6,100.0
2025-02-11,SITE_C,Senoko Industrial,5400.0,5.472,24307.6,100.0
2025-02-11,SITE_D,Changi Logistics Hub,2750.0,5.051,11627.0,100.0
2025-02-11,SITE_E,Pasir Panjang Terminal,4100.0,5.06,15734.2,100.0
2025-02-12,SITE_A,Tuas Rooftop,1850.0,5.43,8313.5,100.0
2025-02-12,SITE_B,Jurong Warehouse,3200.0,4.126,10415.7,100.0
2025-02-12,SITE_C,Senoko Industrial,5400.0,4.461,19756.8,100.0
2025-02-12,SITE_D,Changi Logistics Hub,2750.0,5.4,12727.1,100.0
2025-02-12,SITE_E,Pasir Panjang Terminal,4100.0,5.036,16436.6,100.0
2025-02-13,SITE_A,Tuas Rooftop,1850.0,5.531,8492.8,100.0
2025-02-13,SITE_B,Jurong Warehouse,3200.0,4.702,11612.2,100.0
2025-02-13,SITE_C,Senoko Industrial,5400.0,3.157,13690.1,100.0
2025-02-13,SITE_D,Changi Logistics Hub,2750.0,5.347,12156.8,100.0
2025-02-13,SITE_E,Pasir Panjang Terminal,4100.0,4.145,13146.2,100.0
2025-02-14,SITE_A,Tuas Rooftop,1850.0,3.936,5842.4,100.0
2025-02-14,SITE_B,Jurong Warehouse,3200.0,5.098,13069.7,100.0
2025-02-14,SITE_C,Senoko Industrial,5400.0,4.442,19940.3,100.0
2025-02-14,SITE_D,Changi Logistics Hub,2750.0,3.095,7066.5,100.0
2025-02-14,SITE_E,Pasir Panjang Terminal,4100.0,4.865,15758.9,100.0
2025-02-15,SITE_A,Tuas Rooftop,1850.0,5.179,7658.4,100.0
2025-02-15,SITE_B,Jurong Warehouse,3200.0,3.93,10172.4,100.0
2025-02-15,SITE_C,Senoko Industrial,5400.0,4.73,20380.5,100.0
2025-02-15,SITE_D,Changi Logistics Hub,2750.0,4.266,9918.8,100.0
2025-02-15,SITE_E,Pasir Panjang Terminal,4100.0,5.649,16726.0,100.0
2025-02-16,SITE_A,Tuas Rooftop,1850.0,4.178,6349.2,100.0
2025-02-16,SITE_B,Jurong Warehouse,3200.0,3.636,9135.4,100.0
2025-02-16,SITE_C,Senoko Industrial,5400.0,3.857,16683.2,100.0
2025-02-16,SITE_D,Changi Logistics Hub,2750.0,4.223,9742.5,100.0
2025-02-16,SITE_E,Pasir Panjang Terminal,4100.0,5.272,16650.9,100.0
2025-02-17,SITE_A,Tuas Rooftop,1850.0,4.447,6749.7,100.0
2025-02-17,SITE_B,Jurong Warehouse,3200.0,4.615,11902.8,100.0
2025-02-17,SITE_C,Senoko Industrial,5400.0,5.713,25231.6,100.0
2025-02-17,SITE_D,Changi Logistics Hub,2750.0,4.446,10345.2,100.0
2025-02-17,SITE_E,Pasir Panjang Terminal,4100.0,5.004,15994.5,100.0
2025-02-18,SITE_A,Tuas Rooftop,1850.0,5.184,,100.0
2025-02-18,SITE_B,Jurong Warehouse,3200.0,3.335,8452.1,100.0
2025-02-18,SITE_C,Senoko Industrial,5400.0,3.356,15084.3,100.0
2025-02-18,SITE_D,Changi Logistics Hub,2750.0,4.942,11174.2,100.0
2025-02-18,SITE_E,Pasir Panjang Terminal,4100.0,4.24,13324.2,100.0
2025-02-19,SITE_A,Tuas Rooftop,1850.0,4.922,7395.8,100.0
2025-02-19,SITE_B,Jurong Warehouse,3200.0,4.505,11300.4,100.0
2025-02-19,SITE_C,Senoko Industrial,5400.0,5.341,23230.2,100.0
2025-02-19,SITE_D,Changi Logistics Hub,2750.0,3.749,8529.9,100.0
2025-02-19,SITE_E,Pasir Panjang Terminal,4100.0,4.694,14836.4,100.0
2025-02-20,SITE_A,Tuas Rooftop,1850.0,4.95,7236.3,100.0
2025-02-20,SITE_B,Jurong Warehouse,3200.0,5.444,14233.7,100.0
2025-02-20,SITE_C,Senoko Industrial,5400.0,4.57,20382.7,100.0
2025-02-20,SITE_D,Changi Logistics Hub,2750.0,4.654,10930.0,100.0
2025-02-20,SITE_E,Pasir Panjang Terminal,4100.0,4.818,15292.8,100.0
2025-02-21,SITE_A,Tuas Rooftop,1850.0,5.781,8716.4,100.0
2025-02-21,SITE_B,Jurong Warehouse,3200.0,4.375,11190.9,100.0
2025-02-21,SITE_C,Senoko Industrial,5400.0,4.634,20344.2,100.0
2025-02-21,SITE_D,Changi Logistics Hub,2750.0,5.384,12688.5,100.0
2025-02-21,SITE_E,Pasir Panjang Terminal,4100.0,4.673,14794.7,100.0
2025-02-22,SITE_A,Tuas Rooftop,1850.0,5.384,8201.1,100.0
2025-02-22,SITE_B,Jurong Warehouse,3200.0,4.853,12415.0,100.0
2025-02-22,SITE_C,Senoko Industrial,5400.0,5.523,24273.4,100.0
2025-02-22,SITE_D,Changi Logistics Hub,2750.0,5.262,12529.6,100.0
2025-02-22,SITE_E,Pasir Panjang Terminal,4100.0,4.192,13237.6,100.0
2025-02-23,SITE_A,Tuas Rooftop,1850.0,4.577,7037.8,100.0
2025-02-23,SITE_B,Jurong Warehouse,3200.0,5.189,13443.2,100.0
2025-02-23,SITE_C,Senoko Industrial,5400.0,5.306,22718.5,100.0
2025-02-23,SITE_D,Changi Logistics Hub,2750.0,5.403,12414.2,100.0
2025-02-23,SITE_E,Pasir Panjang Terminal,4100.0,4.513,13451.9,100.0
2025-02-24,SITE_A,Tuas Rooftop,1850.0,4.499,6963.7,100.0
2025-02-24,SITE_B,Jurong Warehouse,3200.0,4.539,11594.5,100.0
2025-02-24,SITE_C,Senoko Industrial,5400.0,5.563,24656.3,100.0
2025-02-24,SITE_D,Changi Logistics Hub,2750.0,5.463,12362.6,100.0
2025-02-24,SITE_E,Pasir Panjang Terminal,4100.0,3.785,11734.6,100.0
2025-02-25,SITE_A,Tuas Rooftop,1850.0,3.268,4819.5,100.0
2025-02-25,SITE_B,Jurong Warehouse,3200.0,4.31,10928.1,100.0
2025-02-25,SITE_C,Senoko Industrial,5400.0,5.421,22756.1,100.0
2025-02-25,SITE_D,Changi Logistics Hub,2750.0,5.101,11857.3,100.0
2025-02-25,SITE_E,Pasir Panjang Terminal,4100.0,4.238,13242.6,100.0
2025-02-26,SITE_A,Tuas Rooftop,1850.0,5.652,8439.0,100.0
2025-02-26,SITE_B,Jurong Warehouse,3200.0,3.928,9939.7,100.0
2025-02-26,SITE_C,Senoko Industrial,5400.0,4.818,20579.9,100.0
2025-02-26,SITE_D,Changi Logistics Hub,2750.0,4.107,9134.1,100.0
2025-02-26,SITE_E,Pasir Panjang Terminal,4100.0,4.678,14284.6,100.0
2025-02-27,SITE_A,Tuas Rooftop,1850.0,4.034,6405.9,100.0
2025-02-27,SITE_B,Jurong Warehouse,3200.0,4.423,11087.9,100.0
2025-02-27,SITE_C,Senoko Industrial,5400.0,5.173,22664.5,100.0
2025-02-27,SITE_D,Changi Logistics Hub,2750.0,4.947,11243.6,100.0
2025-02-27,SITE_E,Pasir Panjang Terminal,4100.0,3.966,12450.9,100.0
2025-02-28,SITE_A,Tuas Rooftop,1850.0,3.55,5417.2,100.0
2025-02-28,SITE_B,Jurong Warehouse,3200.0,5.225,13651.5,100.0
2025-02-28,SITE_C,Senoko Industrial,5400.0,4.07,18425.1,100.0
2025-02-28,SITE_D,Changi Logistics Hub,2750.0,5.298,12348.6,100.0
2025-02-28,SITE_E,Pasir Panjang Terminal,4100.0,4.91,15182.9,100.0
2025-03-01,SITE_A,Tuas Rooftop,1850.0,4.34,6608.8,100.0
2025-03-01,SITE_B,Jurong Warehouse,3200.0,3.714,9371.3,100.0
2025-03-01,SITE_C,Senoko Industrial,5400.0,5.596,24318.1,100.0
2025-03-01,SITE_D,Changi Logistics Hub,2750.0,4.014,9440.8,100.0
2025-03-01,SITE_E,Pasir Panjang Terminal,4100.0,5.289,16696.1,100.0
2025-03-02,SITE_A,Tuas Rooftop,1850.0,4.21,6481.6,100.0
2025-03-02,SITE_B,Jurong Warehouse,3200.0,5.117,12745.2,100.0
2025-03-02,SITE_C,Senoko Industrial,5400.0,5.655,24735.4,100.0
2025-03-02,SITE_D,Changi Logistics Hub,2750.0,5.029,11592.0,100.0
2025-03-02,SITE_E,Pasir Panjang Terminal,4100.0,4.744,15314.2,100.0
2025-03-03,SITE_A,Tuas Rooftop,1850.0,5.733,8433.7,100.0
2025-03-03,SITE_B,Jurong Warehouse,3200.0,2.912,7206.2,100.0
2025-03-03,SITE_C,Senoko Industrial,5400.0,4.145,17659.7,100.0
2025-03-03,SITE_D,Changi Logistics Hub,2750.0,4.965,11298.9,100.0
2025-03-03,SITE_E,Pasir Panjang Terminal,4100.0,5.106,16146.5,100.0
2025-03-04,SITE_A,Tuas Rooftop,1850.0,5.754,8693.9,100.0
2025-03-04,SITE_B,Jurong Warehouse,3200.0,5.73,14251.2,100.0
2025-03-04,SITE_C,Senoko Industrial,5400.0,4.873,21481.1,100.0
2025-03-04,SITE_D,Changi Logistics Hub,2750.0,4.84,11014.5,100.0
2025-03-04,SITE_E,Pasir Panjang Terminal,4100.0,4.056,12583.2,100.0
2025-03-05,SITE_A,Tuas Rooftop,1850.0,4.278,6528.7,100.0
2025-03-05,SITE_B,Jurong Warehouse,3200.0,5.416,13653.4,100.0
2025-03-05,SITE_C,Senoko Industrial,5400.0,5.829,24481.0,100.0
2025-03-05,SITE_D,Changi Logistics Hub,2750.0,5.114,11814.8,100.0
2025-03-05,SITE_E,Pasir Panjang Terminal,4100.0,5.855,18374.8,100.0
2025-03-06,SITE_A,Tuas Rooftop,1850.0,3.769,5809.8,100.0
2025-03-06,SITE_B,Jurong Warehouse,3200.0,4.479,11442.2,100.0
2025-03-06,SITE_C,Senoko Industrial,5400.0,4.83,21476.7,100.0
2025-03-06,SITE_D,Changi Logistics Hub,2750.0,4.275,10016.9,100.0
2025-03-06,SITE_E,Pasir Panjang Terminal,4100.0,5.065,15894.4,100.0
2025-03-07,SITE_A,Tuas Rooftop,1850.0,4.63,7015.4,100.0
2025-03-07,SITE_B,Jurong Warehouse,3200.0,4.816,11873.9,100.0
2025-03-07,SITE_C,Senoko Industrial,5400.0,3.517,15924.6,100.0
2025-03-07,SITE_D,Changi Logistics Hub,2750.0,3.832,8873.2,100.0
2025-03-07,SITE_E,Pasir Panjang Terminal,4100.0,3.329,10415.0,100.0
2025-03-08,SITE_A,Tuas Rooftop,1850.0,4.177,6354.4,100.0
2025-03-08,SITE_B,Jurong Warehouse,3200.0,3.64,9169.0,100.0
2025-03-08,SITE_C,Senoko Industrial,5400.0,4.034,17658.8,100.0
2025-03-08,SITE_D,Changi Logistics Hub,2750.0,5.299,12063.1,100.0
2025-03-08,SITE_E,Pasir Panjang Terminal,4100.0,4.752,14872.4,100.0
2025-03-09,SITE_A,Tuas Rooftop,1850.0,5.891,8717.3,100.0
2025-03-09,SITE_B,Jurong Warehouse,3200.0,5.339,13849.8,100.0
2025-03-09,SITE_C,Senoko Industrial,5400.0,4.684,20580.6,100.0
2025-03-09,SITE_D,Changi Logistics Hub,2750.0,5.864,12857.3,100.0
